model,era,dataset_size,test_size,n_users,n_movies,training_time_seconds,prediction_time_seconds,rmse,mae,mse,r2_score,precision_at_10,recall_at_10,warm_rmse,cold_user_rmse,cold_movie_rmse,cold_start_score,cold_user_threshold,cold_movie_threshold,n_factors,n_epochs,learning_rate,regularization
Matrix Factorization (SVD),2000s/2010s,14615077,3653770,85307,13063,162.6192226409912,30.15713405609131,0.7697987485269603,0.5865337150631503,0.5925901132336743,0.45859421014774693,0.798798457336444,0.5450282838904893,0.768939403887435,1.1123870949661667,0.8837631919229513,0.4466511786785855,30,50,100,20,0.005,0.02
